sold_to_name,product_line,quantity,gross_profit,territory,date
New California Food Market,DCD,18.0,31.38,SF,2017-01-01
New California Food Market,DCD,33.0,20.97,SF,2017-01-01
Ninth & Judah Liquors,PF,62.0,38.47,SF,2017-01-01
Ninth & Judah Liquors,DCD,4.0,2.82,SF,2017-01-01
Ninth & Judah Liquors,DCD,25.0,23.86,SF,2017-01-01
Star Ell Market,PF,70.0,43.28,SF,2017-01-01
New California Food Market,PF,83.0,50.83,SF,2017-01-01
Star Ell Market,DCD,76.0,41.79,SF,2017-01-01
Central Park Liquor/Deli Plus,DCD,6.0,4.08,SF,2017-01-01
Central Park Liquor/Deli Plus,DCD,46.0,45.94,SF,2017-01-01
Fulton & Brodrick,DCD,12.0,8.22,SF,2017-01-01
Fulton & Brodrick,DCD,66.0,38.46,SF,2017-01-01
Broadway Mkt.,DCD,1852.0,648.89,SN,2017-01-01
Hayes Market,PF,68.0,41.91,SF,2017-01-01
Central Park Liquor/Deli Plus,PF,37.0,21.93,SF,2017-01-01
Roxie Market & Deli,DCD,24.0,14.21,SF,2017-01-01
Roxie Market & Deli,PF,130.0,77.76,SF,2017-01-01
828 Market,DCD,12.0,8.69,SF,2017-01-01
Nopa Liquor & Deli,DCD,8.0,5.2,SF,2017-01-01
Nopa Liquor & Deli,DCD,12.0,9.96,SF,2017-01-01
Haight & Central,DCD,66.0,50.01,SF,2017-01-01
Nick's Super,PF,41.0,23.38,SF,2017-01-01
Nick's Super,DCD,14.0,6.92,SF,2017-01-01
Andronico's #3-San Francisco,DCD,12.0,19.9,SF,2017-01-01
Andronico's #3-San Francisco,DCD,168.0,105.68,SF,2017-01-01
Andronico's #3-San Francisco,DCD,72.0,62.06,SF,2017-01-01
"Seven Eleven-Geary St., S.F.",PF,76.0,42.89,SF,2017-01-01
Antonelli's (inside Cal Mart),DCD,24.0,43.92,SF,2017-01-01
Haight Street Market,PF,132.0,76.99,SF,2017-01-01
O'Looney's,PF,97.0,58.25,SF,2017-01-01
O'Looney's,DCD,4.0,2.82,SF,2017-01-01
O'Looney's,DCD,29.0,21.37,SF,2017-01-01
828 Market,PF,77.0,42.77,SF,2017-01-01
Key Food Mart,DCD,42.0,20.97,SF,2017-01-01
Ashbury Market,DCD,46.0,39.34,SF,2017-01-01
Balboa Liquor & Deli,PF,38.0,22.37,SF,2017-01-01
Balboa Liquor & Deli,DCD,6.0,2.76,SF,2017-01-01
Delucchi's Market,DCD,110.0,72.57,PN,2017-01-01
Oakville Grocery - Healdsburg,DCD,471.0,101.24,SN,2017-01-01
Delucchi's Market,DCD,9.0,16.29,PN,2017-01-01
Delucchi's Market,DCD,86.0,105.51,PN,2017-01-01
Sonoma's Best,DCD,292.0,82.64,SN,2017-01-01
Zanotto's - Sunnyvale,DCD,6.0,6.5,PN,2017-01-01
Roberts Market-Portola Valley,DCD,134.0,218.18,PN,2017-01-01
Zanotto's - Sunnyvale,DCD,186.0,126.14,PN,2017-01-01
Zanotto's - Sunnyvale,DCD,229.0,189.25,PN,2017-01-01
Draeger's-San Mateo,DCD,96.0,62.96,PN,2017-01-01
Draeger's-San Mateo,DCD,40.0,26.0,PN,2017-01-01
First Community Bank,PF,444.0,286.66,SN,2017-01-01
Draeger's-San Mateo,DCD,309.0,391.15,PN,2017-01-01
Piazza Fine Foods-Palo Alto,DCD,6.0,9.95,PN,2017-01-01
Zanotto's - Sunnyvale,DCD,18.0,31.38,PN,2017-01-01
Roberts Market-Portola Valley,DCD,8.0,5.2,PN,2017-01-01
Pacific Market-Santa Rosa,PF,146.0,89.04,SN,2017-01-01
Roberts Market-Portola Valley,DCD,24.0,14.8,PN,2017-01-01
Key Market #1 1063 Upton  St,DCD,236.0,156.62,PN,2017-01-01
Sonoma Market,DCD,356.0,408.23,SN,2017-01-01
Key Market #1 1063 Upton  St,DCD,18.0,31.38,PN,2017-01-01
Key Market #1 1063 Upton  St,DCD,159.0,160.79,PN,2017-01-01
Sonoma Market,DCD,108.0,63.28,SN,2017-01-01
Mollie Stone #5-San Bruno,DCD,6.0,9.95,PN,2017-01-01
Mollie Stone #5-San Bruno,DCD,171.0,77.44,PN,2017-01-01
Pacific Market-Santa Rosa,DCD,72.0,83.63,SN,2017-01-01
Mollie Stone #5-San Bruno,DCD,38.0,21.66,PN,2017-01-01
Mollie Stone #5-San Bruno,DCD,241.0,308.44,PN,2017-01-01
Mollie Stone #3-Palo Alto,DCD,150.0,59.0,PN,2017-01-01
Mollie Stone #3-Palo Alto,DCD,54.0,94.15,PN,2017-01-01
Pacific Market-Santa Rosa,DCD,60.0,40.43,SN,2017-01-01
Mollie Stone #3-Palo Alto,DCD,36.0,17.88,PN,2017-01-01
Mollie Stone #3-Palo Alto,DCD,346.0,315.51,PN,2017-01-01
Piazza Fine Foods-Palo Alto,DCD,152.0,105.41,PN,2017-01-01
Coastside Market,DCD,265.0,253.06,PN,2017-01-01
Ernie's,DCD,498.0,137.32,SN,2017-01-01
Piazza Fine Foods-Palo Alto,DCD,94.0,41.6,PN,2017-01-01
Glen Ellen Village Mkt.,DCD,88.0,36.78,SN,2017-01-01
Piazza Fine Foods-San Mateo,DCD,9.0,16.29,PN,2017-01-01
Piazza Fine Foods-San Mateo,DCD,13.0,8.38,PN,2017-01-01
Walia's Valero,DCD,72.0,30.88,SN,2017-01-01
Piazza Fine Foods-San Mateo,DCD,258.0,332.38,PN,2017-01-01
Draeger's-Los Altos,DCD,88.0,61.57,PN,2017-01-01
Piazza Fine Foods-San Mateo,DCD,129.0,56.76,PN,2017-01-01
Draeger's-Los Altos,DCD,9.0,15.09,PN,2017-01-01
Draeger's-Los Altos,DCD,385.0,503.08,PN,2017-01-01
Zanottos Family Mkt - Naglee,DCD,296.0,173.0,PN,2017-01-01
Armstrong Paper Group,DCD,29.0,9.84,SN,2017-01-01
Zanottos Family Mkt - Naglee,DCD,27.0,46.48,PN,2017-01-01
Zanottos Family Mkt - Naglee,DCD,48.0,31.2,PN,2017-01-01
Zanottos Family Mkt - Naglee,DCD,423.0,444.35,PN,2017-01-01
Walia's Valero,PF,34.0,20.66,SN,2017-01-01
Piazza Fine Foods-San Mateo,DCD,12.0,19.9,PN,2017-01-01
Mollie Stone #6-Burlingame,DCD,339.0,432.93,PN,2017-01-01
Glen Ellen Village Mkt.,DCD,57.0,47.16,SN,2017-01-01
Piazza Fine Foods-Palo Alto,DCD,403.0,542.51,PN,2017-01-01
Zanotto's - Willow Glen,DCD,6.0,6.5,PN,2017-01-01
Zanotto's - Willow Glen,DCD,341.0,191.24,PN,2017-01-01
Zanotto's - Willow Glen,DCD,9.0,15.09,PN,2017-01-01
Zanotto's - Willow Glen,DCD,53.0,34.12,PN,2017-01-01
Zanotto's - Willow Glen,DCD,460.0,410.44,PN,2017-01-01
Roberts Market - Woodside,DCD,120.0,69.46,PN,2017-01-01
Fruit Basket #2,DCD,147.0,164.53,SN,2017-01-01
Roberts Market - Woodside,DCD,32.0,20.8,PN,2017-01-01
Roberts Market - Woodside,DCD,501.0,595.33,PN,2017-01-01
Mollie Stone #6-Burlingame,DCD,6.0,9.95,PN,2017-01-01
Mollie Stone #6-Burlingame,DCD,159.0,67.72,PN,2017-01-01
Mollie Stone #6-Burlingame,DCD,36.0,62.77,PN,2017-01-01
Mollie Stone #6-Burlingame,DCD,24.0,15.6,PN,2017-01-01
Mollie Stone #6-Burlingame,DCD,36.0,21.9,PN,2017-01-01
Piazza Fine Foods-Palo Alto,DCD,9.0,16.29,PN,2017-01-01
Draeger's-Menlo Park,DCD,9.0,15.09,PN,2017-01-01
Coastside Market,DCD,8.0,5.2,PN,2017-01-01
Coastside Market,DCD,9.0,15.09,PN,2017-01-01
Pacific Market / Fiesta,DCD,6.0,9.95,SN,2017-01-01
Martell's,DCD,326.0,162.84,SF,2017-01-01
Rainbow Grocery,DCD,496.0,578.11,SF,2017-01-01
Mollie Stone - 18th & Castro,DCD,6.0,9.95,SF,2017-01-01
Mollie Stone - 18th & Castro,DCD,96.0,40.64,SF,2017-01-01
Mollie Stone - 18th & Castro,DCD,9.0,16.29,SF,2017-01-01
Martell's,PF,112.0,67.89,SF,2017-01-01
Pacific Market / Fiesta,PF,182.0,115.72,SN,2017-01-01
Mollie Stone - 18th & Castro,DCD,24.0,13.68,SF,2017-01-01
Petaluma Market,DCD,453.0,492.58,SN,2017-01-01
Mollie Stone - 18th & Castro,DCD,143.0,146.82,SF,2017-01-01
Mollie Stone #8-Tower Mkt.,DCD,6.0,9.95,SF,2017-01-01
Mollie Stone #8-Tower Mkt.,DCD,188.0,82.26,SF,2017-01-01
Mollie Stone #8-Tower Mkt.,DCD,8.0,5.2,SF,2017-01-01
Mollie Stone - 18th & Castro,DCD,64.0,41.6,SF,2017-01-01
Harvest Urban Market-8th St.,DCD,276.0,307.14,SF,2017-01-01
Pacific Market / Fiesta,DCD,72.0,42.95,SN,2017-01-01
Sun Valley Fine Foods,DCD,100.0,92.9,PN,2017-01-01
Balboa Liquor & Deli,DCD,44.0,19.59,SF,2017-01-01
Oliver's- Windsor,DCD,12.0,16.45,SN,2017-01-01
300 Church St. Market,DCD,6.0,4.23,SF,2017-01-01
Pacific Market / Fiesta,DCD,308.0,325.38,SN,2017-01-01
300 Church St. Market,DCD,149.0,150.7,SF,2017-01-01
6001 California St. Market,PF,174.0,103.64,SF,2017-01-01
6001 California St. Market,DCD,12.0,9.96,SF,2017-01-01
Noe Valley Market,PF,99.0,62.58,SF,2017-01-01
Noe Valley Market,DCD,30.0,19.32,SF,2017-01-01
Pacific Market / Fiesta,DCD,104.0,29.2,SN,2017-01-01
Noe Valley Market,DCD,12.0,7.8,SF,2017-01-01
Noe Valley Market,DCD,362.0,201.12,SF,2017-01-01
Sun Valley Fine Foods,DCD,88.0,45.65,PN,2017-01-01
Pacific Market / Fiesta,DCD,9.0,15.09,SN,2017-01-01
Sun Valley Fine Foods,DCD,16.0,10.4,PN,2017-01-01
Mollie Stone #8-Tower Mkt.,DCD,24.0,20.4,SF,2017-01-01
Big John's Market,DCD,146.0,90.55,SN,2017-01-01
Mollie Stone #8-Tower Mkt.,DCD,213.0,238.99,SF,2017-01-01
Mollie Stone-San Francisco,DCD,12.0,19.9,SF,2017-01-01
Cal Mart -San Francisco,DCD,24.0,15.6,SF,2017-01-01
Cal Mart -San Francisco,DCD,66.0,54.42,SF,2017-01-01
Fircrest Market,DCD,190.0,91.85,SN,2017-01-01
Cal Mart -San Francisco,DCD,1903.0,1352.76,SF,2017-01-01
Andronico's #6-Los Altos,DCD,78.0,53.93,PN,2017-01-01
Andronico's #6-Los Altos,DCD,30.0,27.91,PN,2017-01-01
Fircrest Market,DCD,18.0,32.58,SN,2017-01-01
Fircrest Market,DCD,18.0,22.95,SN,2017-01-01
Mollie Stone #7-San Mateo,DCD,132.0,63.63,PN,2017-01-01
Mollie Stone #7-San Mateo,DCD,9.0,15.09,PN,2017-01-01
Big John's Market,DCD,458.0,491.88,SN,2017-01-01
Mollie Stone #7-San Mateo,DCD,24.0,15.06,PN,2017-01-01
Mollie Stone #7-San Mateo,DCD,112.0,145.14,PN,2017-01-01
Coastside Market,DCD,22.0,15.28,PN,2017-01-01
Mollie Stone #7-San Mateo,DCD,6.0,9.95,PN,2017-01-01
Cal Mart -San Francisco,DCD,36.0,63.96,SF,2017-01-01
Cal Mart -San Francisco,DCD,216.0,137.9,SF,2017-01-01
Cal Mart -San Francisco,DCD,18.0,29.84,SF,2017-01-01
Mollie Stone-San Francisco,DCD,168.0,93.98,SF,2017-01-01
Mollie Stone-San Francisco,DCD,9.0,15.09,SF,2017-01-01
Mollie Stone-San Francisco,DCD,24.0,15.6,SF,2017-01-01
Petaluma Market,DCD,180.0,86.12,SN,2017-01-01
Mollie Stone-San Francisco,DCD,395.0,325.74,SF,2017-01-01
Oceana Market,DCD,56.0,33.33,PN,2017-01-01
Fircrest Market,DCD,305.0,255.78,SN,2017-01-01
Oceana Market,DCD,8.0,5.2,PN,2017-01-01
Oceana Market,DCD,318.0,330.68,PN,2017-01-01
Falletti Foods - SF,PF,247.0,148.56,SF,2017-01-01
Falletti Foods - SF,DCD,34.0,18.17,SF,2017-01-01
Fircrest Market,DCD,18.0,20.34,SN,2017-01-01
Falletti Foods - SF,DCD,8.0,5.2,SF,2017-01-01
Fircrest Market,DCD,8.0,5.2,SN,2017-01-01
Falletti Foods - SF,DCD,613.0,559.67,SF,2017-01-01
Petaluma Market,DCD,27.0,47.67,SN,2017-01-01
The Tides Bait & Tackle,DCD,234.0,125.53,MN,2017-01-01
Safeway #2828-Novato,DCD,4.0,1.32,MR,2017-01-01
Lucky - Bicentennial,PF,0.0,224.73800000000003,SN,2017-01-01
"CVS #9656 - 4th St.,S.Rosa",PF,0.0,92.012,SN,2017-01-01
Monterey Foods Market,DCD,16.0,10.4,EB,2017-01-01
Draeger's-Danville,DCD,30.0,17.73,EB,2017-01-01
Monterey Foods Market,DCD,24.0,32.9,EB,2017-01-01
Farmer Joe's - Fruitvale Ave.,DCD,36.0,63.96,EB,2017-01-01
Target - Coddingtown,PF,9.0,1744.4700000000003,SN,2017-01-01
Berkeley Bowl,DCD,138.0,119.66,EB,2017-01-01
Surf Super,DCD,2222.0,1381.88,MN,2017-01-01
Surf Super,DCD,8.0,7.6,MN,2017-01-01
Farmer Joe's - Fruitvale Ave.,DCD,40.0,26.0,EB,2017-01-01
Village Market - Oakland,DCD,160.0,81.82,EB,2017-01-01
Lucca Deli,DCD,881.0,192.67,EB,2017-01-01
The Tides Unocal,DCD,578.0,251.43,MN,2017-01-01
Farmer Joe's - Fruitvale Ave.,DCD,126.0,67.86,EB,2017-01-01
Pelican Plaza Grocery & Deli,DCD,24.0,26.77,MN,2017-01-01
Berkeley Bowl West,DCD,24.0,39.79,EB,2017-01-01
Mi Tierra Foods,DCD,8.0,5.2,EB,2017-01-01
Monterey Foods Market,DCD,904.0,1565.57,EB,2017-01-01
Monterey Fish Mkt.,DCD,294.0,241.45,EB,2017-01-01
The Tides Unocal,PF,56.0,31.2,MN,2017-01-01
CVS #9872 - Sebastopol,PF,0.0,2.388,SN,2017-01-01
Farmer Joe's - MacArthur Blvd,DCD,6.0,6.5,EB,2017-01-01
Berkeley Bowl,DCD,22.0,37.75,EB,2017-01-01
"Safeway #7956-Marlow, S.Rosa",PF,7.0,642.7860000000001,SN,2017-01-01
Gazzali's,DCD,740.0,324.01,EB,2017-01-01
Berkeley Bowl West,DCD,96.0,79.69,EB,2017-01-01
Safeway#3011-Petaluma,PF,4.0,1608.4560000000001,SN,2017-01-01
Berkeley Bowl West,DCD,820.0,1345.37,EB,2017-01-01
Pelican Plaza Grocery & Deli,DCD,78.0,50.62,MN,2017-01-01
Safeway #1950-Guerneville,PF,1.0,435.708,SN,2017-01-01
Gualala Super Market,PF,349.0,201.17,MN,2017-01-01
Raley's-Windsor,PF,1.0,438.81600000000003,SN,2017-01-01
Pelican Plaza Grocery & Deli,DCD,8.0,5.2,MN,2017-01-01
Farmer Joe's - MacArthur Blvd,DCD,212.0,194.77,EB,2017-01-01
Diablo Foods-Lafeyette,DCD,82.0,54.22,EB,2017-01-01
Draeger's-Danville,DCD,91.0,113.08,EB,2017-01-01
Diablo Foods-Lafeyette,DCD,256.0,62.08,EB,2017-01-01
Diablo Foods-Lafeyette,DCD,18.0,29.84,EB,2017-01-01
The Tides Unocal,DCD,8.0,5.2,MN,2017-01-01
CVS #9152 - Sonoma,PF,1.0,111.20400000000001,SN,2017-01-01
Surf Super,DCD,48.0,16.08,MN,2017-01-01
Monterey Foods Market,DCD,6.0,8.4,EB,2017-01-01
Pelican Plaza Grocery & Deli,DCD,18.0,31.38,MN,2017-01-01
Safeway #2456-NEW Petaluma,PF,7.0,755.2760000000001,SN,2017-01-01
Diablo Foods-Lafeyette,DCD,478.0,675.69,EB,2017-01-01
Berkeley Bowl West,DCD,21.0,36.67,EB,2017-01-01
Walmart- RP Neighborhood Mkt,PF,7.0,718.908,SN,2017-01-01
Berkeley Bowl,DCD,568.0,772.11,EB,2017-01-01
Farmer Joe's - Fruitvale Ave.,DCD,26.0,32.12,EB,2017-01-01
Encinal Market,DCD,16.0,10.4,EB,2017-01-01
"CVS #9163 - McDowell, Pet.",PF,0.0,15.144,SN,2017-01-01
Target-Petaluma,PF,8.0,1007.5600000000001,SN,2017-01-01
Berkeley Bowl West,DCD,63.0,111.64,EB,2017-01-01
Encinal Market,DCD,95.0,69.7,EB,2017-01-01
Pelican Plaza Grocery & Deli,PF,104.0,67.14,MN,2017-01-01
CVS #9928 - Rohnert Park,PF,0.0,29.964,SN,2017-01-01
"CVS #9480 - E. Wash., Pet.",PF,0.0,35.264,SN,2017-01-01
Surf Super,DCD,27.0,47.67,MN,2017-01-01
Diablo Foods-Lafeyette,DCD,196.0,168.24,EB,2017-01-01
Safeway #2457-NEW SR College,PF,2.0,427.72200000000004,SN,2017-01-01
Surf Super,PF,359.0,227.43,MN,2017-01-01
CVS #9948 - Yulupa Ave.,PF,0.0,35.434,SN,2017-01-01
Santa Fe Market,DCD,44.0,29.97,EB,2017-01-01
Santa Fe Market,DCD,175.0,139.23,EB,2017-01-01
Encinal Market,DCD,3.0,3.54,EB,2017-01-01
Pelican Plaza Grocery & Deli,DCD,643.0,414.03,MN,2017-01-01
Mi Tierra Foods,DCD,166.0,156.37,EB,2017-01-01
CVS #9946 - Stony Point,PF,0.0,85.674,SN,2017-01-01
Monterey Foods Market,DCD,18.0,8.28,EB,2017-01-01
Village Market - Oakland,DCD,60.0,36.3,EB,2017-01-01
Hayes Market,DCD,19.0,10.56,SF,2017-02-01
Fulton & Brodrick,DCD,23.0,16.41,SF,2017-02-01
Mollie Stone #4-Greenbrae,DCD,18.0,31.38,MR,2017-02-01
Farmer Joe's - MacArthur Blvd,DCD,24.0,16.44,EB,2017-02-01
Zanottos Family Mkt - Naglee,DCD,8.0,5.2,PN,2017-02-01
300 Church St. Market,DCD,36.0,25.38,SF,2017-02-01
Walia's Valero,PF,44.0,24.1,SN,2017-02-01
Oliver's- Windsor,DCD,6.0,9.95,SN,2017-02-01
Pacific Market / Fiesta,DCD,425.0,196.22,SN,2017-02-01
Mollie Stone #4-Greenbrae,DCD,96.0,22.4,MR,2017-02-01
Harvest Mkt/Novato Foods,DCD,18.0,22.96,MR,2017-02-01
Harvest Mkt/Novato Foods,DCD,27.0,47.67,MR,2017-02-01
Armstrong Paper Group,DCD,18.0,4.32,SN,2017-02-01
Broadway Mkt.,DCD,1611.0,596.04,SN,2017-02-01
Petaluma Market,PF,4.0,241.00400000000002,SN,2017-02-01
Draeger's-Los Altos,DCD,27.0,47.67,PN,2017-02-01
Sunset Super #3 - Vicente St.,DCD,170.0,66.79,SF,2017-02-01
Smith Ranch Deli,DCD,19.0,3.61,MR,2017-02-01
Mollie Stone #4-Greenbrae,DCD,320.0,359.36,MR,2017-02-01
Fulton & Brodrick,DCD,18.0,9.75,SF,2017-02-01
Fulton & Brodrick,PF,111.0,69.19,SF,2017-02-01
Fircrest Market,PF,4.0,164.246,SN,2017-02-01
Draeger's-Los Altos,DCD,417.0,584.23,PN,2017-02-01
6001 California St. Market,PF,186.0,110.56,SF,2017-02-01
Mollie Stone #4-Greenbrae,DCD,48.0,27.36,MR,2017-02-01
Walia's Valero,DCD,8.0,5.2,SN,2017-02-01
Zanottos Family Mkt - Naglee,DCD,27.0,47.67,PN,2017-02-01
300 Church St. Market,DCD,110.0,116.17,SF,2017-02-01
Hayes Market,PF,88.0,50.76,SF,2017-02-01
300 Church St. Market,DCD,20.0,21.0,SF,2017-02-01
Zanottos Family Mkt - Naglee,DCD,285.0,221.14,PN,2017-02-01
Mollie Stone-San Francisco,DCD,398.0,377.59,SF,2017-02-01
Draeger's-Menlo Park,DCD,260.0,194.97,PN,2017-02-01
Balboa Liquor & Deli,DCD,36.0,19.68,SF,2017-02-01
Drink Liquor/Jong & Chung,DCD,5.0,9.32,SF,2017-02-01
M & K Market,PF,19.0,13.0,SF,2017-02-01
Jacks Valley Store,DCD,8.0,5.6,SN,2017-02-01
"Safeway#2646-7th Ave., S.F.",PF,9.0,1096.044,SF,2017-02-01
Andy's Sun Valley - San Rafael,DCD,8.0,5.2,MR,2017-02-01
Monterey Foods Market,DCD,56.0,36.4,EB,2017-02-01
"Safeway #2452 -Irving St, SF",PF,7.0,858.9360000000001,SF,2017-02-01
Pelican Plaza Grocery & Deli,DCD,929.0,682.05,MN,2017-02-01
Andy's Sun Valley - San Rafael,DCD,84.0,58.21,MR,2017-02-01
Bianchini's Mkt - Alpine Rd.,DCD,880.0,969.89,PN,2017-02-01
Andy's Sun Valley - San Rafael,DCD,720.0,371.85,MR,2017-02-01
Broadway Mkt.,DCD,32.0,20.8,SN,2017-02-01
Jacks Valley Store,PF,28.0,18.61,SN,2017-02-01
Berkeley Bowl,DCD,542.0,695.77,EB,2017-02-01
Balboa Liquor & Deli,PF,101.0,61.42,SF,2017-02-01
Target - Coddingtown,PF,11.0,1243.9540000000002,SN,2017-02-01
"Safeway #1507-Market St., S.F.",PF,9.0,2140.244,SF,2017-02-01
Marinwood Market,DCD,269.0,228.32,MR,2017-02-01
Bianchini's Mkt - San Carlos,DCD,216.0,143.03,PN,2017-02-01
Mi Tierra Foods,DCD,189.0,133.3,EB,2017-02-01
Walgreen's-Clement St.,PF,2.0,90.018,SF,2017-02-01
Ashbury Market,DCD,103.0,89.45,SF,2017-02-01
Marinwood Market,DCD,16.0,10.4,MR,2017-02-01
Andy's Sun Valley - San Rafael,PF,114.0,62.81,MR,2017-02-01
Zanottos Family Mkt - Naglee,DCD,292.0,326.18,PN,2017-02-01
Bianchini's Mkt - Alpine Rd.,DCD,96.0,30.4,PN,2017-02-01
Walgreens  Gough,PF,4.0,98.16000000000001,SF,2017-02-01
Hayes Market,DCD,46.0,44.06,SF,2017-02-01
Mollie Stone #4-Greenbrae,DCD,257.0,105.44,MR,2017-02-01
Berry's (Dave's),PF,90.0,54.36,SN,2017-02-01
Drink Liquor/Jong & Chung,PF,111.0,71.56,SF,2017-02-01
Mollie Stone #4-Greenbrae,DCD,18.0,29.84,MR,2017-02-01
Draeger's-Menlo Park,DCD,9.0,15.09,PN,2017-02-01
Farmer Joe's - MacArthur Blvd,DCD,18.0,22.96,EB,2017-02-01
Molsberry Market,PF,4.0,135.776,SN,2017-02-01
Draeger's-Menlo Park,DCD,24.0,15.6,PN,2017-02-01
Santa Venetia Super,DCD,476.0,322.63,MR,2017-02-01
SRJC Bookstore,DCD,363.0,180.27,SN,2017-02-01
Walgreen's-Point Lobos,PF,4.0,178.18800000000002,SF,2017-02-01
Balboa Liquor & Deli,DCD,440.0,181.04,SF,2017-02-01
Walgreen's-Geary St.,PF,2.0,126.834,SF,2017-02-01
Santa Venetia Super,DCD,18.0,10.26,MR,2017-02-01
Draeger's-Menlo Park,DCD,598.0,689.89,PN,2017-02-01
Drink Liquor/Jong & Chung,DCD,12.0,7.47,SF,2017-02-01
CVS #10188-Haight St.,PF,2.0,202.54600000000002,SF,2017-02-01
CVS #4675 - SF,PF,2.0,125.34000000000002,SF,2017-02-01
Santa Venetia Super,DCD,24.0,16.44,MR,2017-02-01
Bianchini's Mkt - Alpine Rd.,DCD,48.0,39.68,PN,2017-02-01
Jacks Valley Store,DCD,25.0,29.77,SN,2017-02-01
Santa Venetia Super,PF,198.0,116.53,MR,2017-02-01
Bianchini's Mkt - Alpine Rd.,DCD,6.0,10.06,PN,2017-02-01
SRJC Bookstore,PF,203.0,93.09,SN,2017-02-01
Target-Petaluma,PF,7.0,1266.1620000000003,SN,2017-02-01
Stand-Bi Market,DCD,72.0,46.4,SF,2017-02-01
Draeger's-Los Altos,DCD,164.0,114.96,PN,2017-02-01
State Market,PF,126.0,77.62,SF,2017-02-01
State Market,DCD,10.0,5.5,SF,2017-02-01
State Market,DCD,188.0,97.39,SF,2017-02-01
Andy's Local Mkt - San Rafael,DCD,803.0,458.9,MR,2017-02-01
Haight Street Market,PF,136.0,80.22,SF,2017-02-01
Zanotto's - Willow Glen,DCD,9.0,15.09,PN,2017-02-01
Berkeley Bowl,DCD,18.0,31.38,EB,2017-02-01
Sun Valley Fine Foods,DCD,72.0,48.5,PN,2017-02-01
Andy's Local Mkt - San Rafael,DCD,8.0,5.2,MR,2017-02-01
Oakmont Village Mkt-Santa Rosa,PF,142.0,91.82,SN,2017-02-01
Haight Street Market,DCD,16.0,10.4,SF,2017-02-01
Oliver's Market-Montecito Blvd,PF,7.0,631.35,SN,2017-02-01
Andy's Local Mkt - San Rafael,DCD,9.0,15.09,MR,2017-02-01
Zanotto's - Willow Glen,DCD,24.0,15.6,PN,2017-02-01
Lucca Deli,DCD,691.0,179.03,EB,2017-02-01
Andy's Local Mkt - San Rafael,DCD,39.0,33.54,MR,2017-02-01
Zanotto's - Willow Glen,DCD,348.0,310.36,PN,2017-02-01
Noe Valley Market,DCD,350.0,223.18,SF,2017-02-01
Andy's Local Mkt - San Rafael,PF,256.0,148.92,MR,2017-02-01
Roberts Market - Woodside,DCD,38.0,19.81,PN,2017-02-01
828 Market,PF,235.0,140.74,SF,2017-02-01
828 Market,DCD,19.0,21.46,SF,2017-02-01
Fruit Basket #2,DCD,93.0,56.33,SN,2017-02-01
Good Earth Natural Foods-Tam,DCD,264.0,687.38,MR,2017-02-01
Roberts Market - Woodside,DCD,24.0,15.6,PN,2017-02-01
Food Maxx-Rohnert Park,PF,7.0,615.042,SN,2017-02-01
Fulton Foods,DCD,16.0,17.6,SF,2017-02-01
Zanotto's - Willow Glen,DCD,262.0,183.05,PN,2017-02-01
Fairfax Market,PF,356.0,233.17,MR,2017-02-01
Pelican Plaza Grocery & Deli,PF,160.0,98.88,MN,2017-02-01
Woodlands Market,DCD,114.0,70.41,MR,2017-02-01
Pacific Market / Fiesta,DCD,60.0,38.12,SN,2017-02-01
Woodlands Market,PF,494.0,312.15,MR,2017-02-01
Draeger's-San Mateo,DCD,291.0,361.15,PN,2017-02-01
Santa Fe Market,DCD,26.0,16.43,EB,2017-02-01
Oliver's-Stony Point Rd.,PF,4.0,436.01400000000007,SN,2017-02-01
Nick's Super,PF,126.0,83.14,SF,2017-02-01
Farmer Joe's - Fruitvale Ave.,DCD,24.0,32.9,EB,2017-02-01
Walmart- RP Neighborhood Mkt,PF,8.0,725.9580000000001,SN,2017-02-01
Fairfax Market,DCD,516.0,392.2,MR,2017-02-01
Nick's Super,DCD,74.0,47.62,SF,2017-02-01
Monterey Foods Market,DCD,1051.0,1740.65,EB,2017-02-01
Piazza Fine Foods-Palo Alto,DCD,124.0,84.18,PN,2017-02-01
Sun Valley Fine Foods,DCD,176.0,128.88,PN,2017-02-01
Ernie's,DCD,396.0,84.6,SN,2017-02-01
Food Maxx-Santa Rosa,PF,10.0,1768.084,SN,2017-02-01
Fairfax Market,DCD,9.0,16.29,MR,2017-02-01
Piazza Fine Foods-Palo Alto,DCD,9.0,16.29,PN,2017-02-01
"Seven Eleven-Geary St., S.F.",PF,124.0,78.74,SF,2017-02-01
Piazza Fine Foods-Palo Alto,DCD,80.0,20.0,PN,2017-02-01
Fulton Foods,PF,114.0,74.93,SF,2017-02-01
Fairfax Market,DCD,335.0,272.58,MR,2017-02-01
Piazza Fine Foods-Palo Alto,DCD,317.0,393.2,PN,2017-02-01
Sun Valley Fine Foods,DCD,8.0,5.2,PN,2017-02-01
Oakmont Village Mkt-Santa Rosa,DCD,78.0,58.73,SN,2017-02-01
Fairfax Market,DCD,16.0,10.4,MR,2017-02-01
Big John's Market,PF,2.0,144.636,SN,2017-02-01
Roxie Market & Deli,PF,136.0,82.49,SF,2017-02-01
Perry's-Inverness,DCD,914.0,326.31,MR,2017-02-01
Stand-Bi Market,DCD,28.0,17.88,SF,2017-02-01
