sold_to_name,product_line,quantity,gross_profit,territory,date
Zanottos - Naglee,DCD,2105.0,1004.77,PN,2019-04-01
Berkeley Bowl West,DCD,1573.0,1287.52,EB,2019-04-01
Harvest Mkt/Novato Foods,PF,5.0,379.348,MR,2019-04-01
Berkeley Bowl West,DCD,6.0,31.19,EB,2019-04-01
The Tides Bait & Tackle,DCD,12.0,12.4,MN,2019-04-01
Zanottos - Naglee,DCD,40.0,29.76,PN,2019-04-01
Parkview,DCD,132.0,76.07,SF,2019-04-01
Mill Valley Market,PF,5.0,182.14800000000002,MR,2019-04-01
Berkeley Bowl West,DCD,18.0,46.05,EB,2019-04-01
Zanottos - Naglee,DCD,18.0,42.97,PN,2019-04-01
United Market - San Anselmo,PF,8.0,570.348,MR,2019-04-01
Mollie Stone #3-Palo Alto,DCD,50.0,42.2,PN,2019-04-01
Mollie Stone #5-San Bruno,DCD,48.0,24.3,PN,2019-04-01
United Market - San Rafael,PF,8.0,469.76800000000003,MR,2019-04-01
Safeway #2456-Son Mtn Pkwy,PF,1.0,657.378,SN,2019-04-01
Chloe's,DCD,156.0,215.28,SF,2019-04-01
Bianchini's Mkt - Alpine Rd.,DCD,1494.0,1428.03,PN,2019-04-01
Cardenas Market,PF,3.0,192.38400000000001,MR,2019-04-01
The Tides Bait & Tackle,DCD,24.0,18.01,MN,2019-04-01
Target-Petaluma,PF,12.0,1248.938,SN,2019-04-01
Mollie Stone #4-Greenbrae,PF,3.0,300.44,MR,2019-04-01
Spangler's Market,DCD,1793.0,1020.6,PN,2019-04-01
The Tides Bait & Tackle,DCD,24.0,14.26,MN,2019-04-01
Mollie Stone #1-Sausalito,PF,4.0,219.716,MR,2019-04-01
Target-San Rafael,PF,8.0,1167.528,MR,2019-04-01
Spangler's Market,DCD,9.0,9.0,PN,2019-04-01
S&A Market,DCD,217.0,126.08,SF,2019-04-01
Smart & Final - San Rafael,PF,4.0,490.22,MR,2019-04-01
The Tides Bait & Tackle,DCD,292.0,187.29,MN,2019-04-01
Napa Sea Ranch,DCD,92.0,29.58,NP,2019-04-01
Farmer Joe's - Fruitvale Ave.,DCD,16.0,16.93,EB,2019-04-01
The Tides Bait & Tackle,PF,120.0,73.72,MN,2019-04-01
Walmart- RP Neighborhood Mkt,PF,12.0,1031.488,SN,2019-04-01
United Market - San Anselmo,DCD,54.0,124.18,MR,2019-04-01
United Market - San Anselmo,DCD,11.0,6.73,MR,2019-04-01
Jump Start Market,DCD,90.0,113.44,SF,2019-04-01
Raley's #319(Napa),DCD,108.0,74.52,NP,2019-04-01
United Market - San Anselmo,DCD,902.0,1172.76,MR,2019-04-01
Mollie Stone #5-San Bruno,DCD,233.0,235.12,PN,2019-04-01
Park Presidio Liquors,DCD,8.0,6.0,SF,2019-04-01
United Market - San Anselmo,DCD,9158.0,7999.6,MR,2019-04-01
Delta Farmers Market,DCD,94.0,88.84,NP,2019-04-01
Ocean Cove Store,PF,72.0,43.15,MN,2019-04-01
Delta Farmers Market,DCD,8.0,18.19,NP,2019-04-01
Park Presidio Liquors,DCD,117.0,63.7,SF,2019-04-01
Fisherman's Cove,DCD,50.0,26.62,MN,2019-04-01
Beringer Vineyards,DCD,216.0,41.04,NP,2019-04-01
Jenner Store,PF,28.0,15.61,MN,2019-04-01
Mollie Stone #3-Palo Alto,DCD,27.0,65.65,PN,2019-04-01
Beringer Vineyards,DCD,54.0,54.83,NP,2019-04-01
Jenner Store,DCD,16.0,12.0,MN,2019-04-01
Marina Meats,DCD,60.0,60.0,SF,2019-04-01
St. Helena Hospital Gift Shop,DCD,367.0,153.19,NP,2019-04-01
Jenner Store,DCD,1.0,25.99,MN,2019-04-01
Diekmans Bay Store - Bodega,PF,122.0,69.33,MN,2019-04-01
Vintage 76 Station,DCD,258.0,102.86,NP,2019-04-01
Diekmans Bay Store - Bodega,DCD,9.0,22.68,MN,2019-04-01
Napa Valley Marina,DCD,168.0,65.4,NP,2019-04-01
Diekmans Bay Store - Bodega,DCD,205.0,168.24,MN,2019-04-01
Better Foods,DCD,106.0,58.35,SF,2019-04-01
Brown's Valley Meat Dept.,DCD,60.0,42.72,NP,2019-04-01
Scotty's Market,PF,4.0,167.21800000000002,MR,2019-04-01
Calistoga Liquor,DCD,118.0,54.02,NP,2019-04-01
Mollie Stone #3-Palo Alto,DCD,24.0,10.62,PN,2019-04-01
Draeger's-San Mateo,DCD,351.0,315.78,PN,2019-04-01
Spangler's Market,DCD,9.0,21.48,PN,2019-04-01
"Lucky - Grant Ave, Novato",PF,9.0,630.87,MR,2019-04-01
Oceana Market,DCD,1389.0,944.87,PN,2019-04-01
Safeway #932 San Rafael,PF,8.0,1482.862,MR,2019-04-01
Target - Coddingtown,PF,12.0,1464.794,SN,2019-04-01
"Safeway #979-Diablo Ave,Nov.",PF,9.0,1829.362,MR,2019-04-01
Farmer Joe's - Fruitvale Ave.,DCD,63.0,156.56,EB,2019-04-01
Safeway #2318-Corte Madera,PF,9.0,1292.402,MR,2019-04-01
Draeger's-Menlo Park,DCD,27.0,64.45,PN,2019-04-01
Berkeley Bowl,DCD,4.0,20.72,EB,2019-04-01
300 Church St. Market,DCD,28.0,38.86,SF,2019-04-01
The Tides Unocal,PF,130.0,72.1,MN,2019-04-01
Berkeley Bowl,DCD,668.0,579.03,EB,2019-04-01
Safeway#3011-S. McDowell,PF,11.0,1886.67,SN,2019-04-01
The Tides Unocal,DCD,8.0,6.0,MN,2019-04-01
College of Marin Bookstore,PF,1.0,45.120000000000005,MR,2019-04-01
Surf Super,PF,448.0,278.78,MN,2019-04-01
Zanotto's - SW Expressway,DCD,12.0,9.36,PN,2019-04-01
Mollie Stone #7-San Mateo,DCD,36.0,20.82,PN,2019-04-01
Safeway #1723-San Anselmo,PF,10.0,1028.978,MR,2019-04-01
Draeger's-Menlo Park,DCD,1023.0,1236.26,PN,2019-04-01
The Tides Unocal,DCD,747.0,332.0,MN,2019-04-01
300 Church St. Market,DCD,308.0,262.47,SF,2019-04-01
Oceana Market,DCD,9.0,21.48,PN,2019-04-01
"Safeway #2455-Center Blvd, SA",PF,6.0,444.096,MR,2019-04-01
Oliver's Market-Cotati,PF,8.0,693.104,SN,2019-04-01
Bianchini's Mkt - San Carlos,DCD,18.0,44.16,PN,2019-04-01
"Safeway #653-B St., San Rafael",PF,6.0,591.174,MR,2019-04-01
Walmart-Rohnert Park,PF,12.0,627.696,SN,2019-04-01
Diablo Foods-Lafeyette,DCD,332.0,536.63,EB,2019-04-01
Zanotto's - Sunnyvale,DCD,1368.0,585.5,PN,2019-04-01
Safeway #2718-Strawberry,PF,7.0,1633.272,MR,2019-04-01
Surf Super,DCD,36.0,90.22,MN,2019-04-01
Gualala Super Market,PF,470.0,260.63,MN,2019-04-01
Marina Super,DCD,60.0,60.0,SF,2019-04-01
Bianchini's Mkt - San Carlos,DCD,1026.0,1213.12,PN,2019-04-01
Target-Novato,PF,7.0,1284.0720000000001,MR,2019-04-01
Safeway #1562-4th St.S.Rosa,PF,4.0,1001.656,SN,2019-04-01
300 Church St. Market,DCD,20.0,15.6,SF,2019-04-01
Draeger's-Menlo Park,DCD,36.0,28.08,PN,2019-04-01
Draeger's-Menlo Park,DCD,64.0,47.92,PN,2019-04-01
Gualala Super Market,DCD,24.0,9.6,MN,2019-04-01
Mollie Stone #3-Palo Alto,DCD,161.0,179.51,PN,2019-04-01
Balboa Liquor & Deli,DCD,399.0,183.26,SF,2019-04-01
Bianchini's Mkt - San Carlos,DCD,8.0,6.0,PN,2019-04-01
Safeway #788-Mill Valley,PF,7.0,1107.396,MR,2019-04-01
Mollie Stone #7-San Mateo,DCD,220.0,214.1,PN,2019-04-01
Lucky - Magnolia Ave.,PF,5.0,545.746,MR,2019-04-01
Fircrest Market,DCD,16.0,12.0,SN,2019-05-01
Oliver's Market-Montecito Blvd,DCD,160.0,119.81,SN,2019-05-01
Fircrest Market,DCD,27.0,65.65,SN,2019-05-01
Lucky - Gravenstein Hwy.,PF,1.0,338.38200000000006,SN,2019-05-01
Target-Santa Rosa,PF,8.0,1304.45,SN,2019-05-01
Oliver's Market-Montecito Blvd,DCD,81.0,202.61,SN,2019-05-01
"Safeway #7956-Marlow, S.Rosa",PF,12.0,1231.49,SN,2019-05-01
Oliver's Market-Montecito Blvd,DCD,612.0,736.87,SN,2019-05-01
Safeway#3011-S. McDowell,PF,12.0,2261.516,SN,2019-05-01
Safeway #1265-Yulupa Ave.,PF,9.0,1010.8520000000001,SN,2019-05-01
Safeway #1950-Guerneville,PF,4.0,758.21,SN,2019-05-01
CVS #9872 - Sebastopol,PF,1.0,39.78,SN,2019-05-01
Oliver's Market-Cotati,DCD,88.0,65.86,SN,2019-05-01
Oliver's- Windsor,DCD,16.0,12.0,SN,2019-05-01
Safeway #911-Sonoma,PF,9.0,1651.9840000000002,SN,2019-05-01
Oliver's Market-Cotati,DCD,18.0,42.97,SN,2019-05-01
Safeway #1562-4th St.S.Rosa,PF,2.0,1227.266,SN,2019-05-01
Speer's Market,DCD,1498.0,887.15,SN,2019-05-01
Target-Petaluma,PF,10.0,1329.69,SN,2019-05-01
Safeway #918-Rohnert Park,PF,8.0,1158.948,SN,2019-05-01
"CVS #9480 - E. Wash., Pet.",PF,0.0,28.556,SN,2019-05-01
Oliver's- Windsor,DCD,609.0,667.82,SN,2019-05-01
Target-Rohnert Park,PF,10.0,1071.608,SN,2019-05-01
Lucky - Sonoma Hwy.,PF,4.0,516.6020000000001,SN,2019-05-01
CVS #9152 - Sonoma,PF,2.0,179.00400000000002,SN,2019-05-01
Speer's Market,PF,138.0,85.75,SN,2019-05-01
Oliver's Market-Cotati,DCD,660.0,729.25,SN,2019-05-01
Smart & Final - Petaluma,PF,3.0,197.17200000000003,SN,2019-05-01
Target - Coddingtown,PF,11.0,1693.0520000000001,SN,2019-05-01
Walmart- RP Neighborhood Mkt,PF,13.0,1041.352,SN,2019-05-01
Safeway #933-Sebastopol,PF,4.0,1157.326,SN,2019-05-01
Fircrest Market,DCD,613.0,664.03,SN,2019-05-01
"CVS #9656 - 4th St.,S.Rosa",PF,0.0,58.726,SN,2019-05-01
Andy's Produce - Sebastopol,PF,203.0,116.3,SN,2019-05-01
Oliver's Market-Montecito Blvd,DCD,10.0,10.33,SN,2019-05-01
Oliver's Market-Cotati,PF,7.0,620.0120000000001,SN,2019-05-01
Safeway #2456-Son Mtn Pkwy,PF,5.0,1163.46,SN,2019-05-01
Walmart-Rohnert Park,PF,11.0,667.0640000000001,SN,2019-05-01
Safeway #911-Sonoma,DCD,12.0,12.84,SN,2019-05-01
Lucky - Montgomery Village,PF,3.0,276.112,SN,2019-05-01
Safeway #932 San Rafael,PF,9.0,1598.6480000000001,MR,2019-05-01
"Safeway #979-Diablo Ave,Nov.",PF,9.0,2105.818,MR,2019-05-01
Armstrong Paper Group,DCD,24.0,5.76,SN,2019-05-01
Oakville Grocery - Healdsburg,DCD,165.0,26.85,SN,2019-05-01
Dave's Market,PF,192.0,101.1,SN,2019-05-01
Safeway #1723-San Anselmo,PF,10.0,1213.23,MR,2019-05-01
Dave's Market,DCD,201.0,93.12,SN,2019-05-01
"Lucky - Grant Ave, Novato",PF,5.0,371.19000000000005,MR,2019-05-01
Safeway #2318-Corte Madera,PF,7.0,1554.2060000000001,MR,2019-05-01
Sequoia Market,PF,32.0,17.47,SN,2019-05-01
Sequoia Market,DCD,263.0,140.62,SN,2019-05-01
"Safeway #2455-Center Blvd, SA",PF,5.0,580.54,MR,2019-05-01
The Farmhand,DCD,36.0,36.34,SN,2019-05-01
The Farmhand,DCD,271.0,200.22,SN,2019-05-01
Safeway #2718-Strawberry,PF,7.0,2060.608,MR,2019-05-01
Target-San Rafael,PF,6.0,1065.372,MR,2019-05-01
Oakmont Village Mkt-Santa Rosa,PF,156.0,99.94,SN,2019-05-01
Safeway #2828-Ignacio,PF,7.0,1365.832,MR,2019-05-01
Oakmont Village Mkt-Santa Rosa,DCD,86.0,69.39,SN,2019-05-01
Target-Marin City,PF,5.0,574.9920000000001,MR,2019-05-01
Nugget - #15 Corte Madera,PF,4.0,341.088,MR,2019-05-01
Safeway #788-Mill Valley,PF,7.0,1193.164,MR,2019-05-01
Lucky - Magnolia Ave.,PF,2.0,456.21400000000006,MR,2019-05-01
Target-Novato,PF,9.0,1286.2,MR,2019-05-01
Walia's Valero,DCD,198.0,64.23,SN,2019-05-01
Safeway #1265-Yulupa Ave.,DCD,9.0,5.22,SN,2019-05-01
Raley's-Rohnert Park,DCD,12.0,8.28,SN,2019-05-01
Raley's-Windsor,DCD,5.0,3.45,SN,2019-05-01
Scotty's Market,PF,6.0,265.288,MR,2019-05-01
Safeway #2457-W. College Ave.,PF,3.0,1081.144,SN,2019-05-01
Rialto Cinemas Sebastopol,DCD,96.0,106.26,SN,2019-05-01
Harvest Mkt/Novato Foods,PF,4.0,266.144,MR,2019-05-01
Rialto Cinemas Cerrito,DCD,108.0,119.54,SN,2019-05-01
Mill Valley Market,PF,4.0,178.99200000000002,MR,2019-05-01
Lucchessi's Deli,PF,48.0,27.17,SN,2019-05-01
Poppy Bank,PF,267.0,167.11,SN,2019-05-01
Raley's-Santa Rosa,DCD,24.0,16.56,SN,2019-05-01
United Market - San Rafael,PF,9.0,533.7520000000001,MR,2019-05-01
Cardenas Market,PF,1.0,64.368,MR,2019-05-01
Mollie Stone #4-Greenbrae,PF,0.0,327.052,MR,2019-05-01
Mollie Stone #1-Sausalito,PF,5.0,333.684,MR,2019-05-01
South City Market,PF,91.0,52.49,SN,2019-05-01
Smart & Final - San Rafael,PF,3.0,652.3040000000001,MR,2019-05-01
Bohemian Club-Monte Rio,PF,514.0,330.0,SN,2019-05-01
Walia's Valero,PF,56.0,33.14,SN,2019-05-01
Walia's Valero,DCD,4.0,3.0,SN,2019-05-01
"Safeway #653-B St., San Rafael",PF,9.0,553.784,MR,2019-05-01
United Market - San Anselmo,PF,8.0,503.26400000000007,MR,2019-05-01
CVS #9928 - Rohnert Park,PF,-1.0,45.982,SN,2019-05-01
Nugget - #16 Novato,PF,4.0,165.704,MR,2019-05-01
Nugget - #14 Tiburon,PF,4.0,231.64800000000002,MR,2019-05-01
Glen Ellen Village Mkt.,PF,282.0,168.96,SN,2019-05-01
Food Maxx-Rohnert Park,PF,8.0,549.6460000000001,SN,2019-05-01
Food Maxx-Santa Rosa,PF,9.0,1217.0520000000001,SN,2019-05-01
Glen Ellen Village Mkt.,DCD,36.0,37.18,SN,2019-05-01
Glen Ellen Village Mkt.,DCD,12.0,16.8,SN,2019-05-01
Glen Ellen Village Mkt.,DCD,150.0,149.05,SN,2019-05-01
Oliver's-Stony Point Rd.,PF,8.0,456.908,SN,2019-05-01
Smart & Final #409- Santa Rosa,PF,2.0,356.93000000000006,SN,2019-05-01
Oliver's-Windsor,PF,3.0,374.15200000000004,SN,2019-05-01
Pacific Market / Fiesta,PF,239.0,145.65,SN,2019-05-01
Pacific Market / Fiesta,DCD,6.0,6.2,SN,2019-05-01
Safeway #713-Calistoga Rd.,PF,8.0,1393.3600000000001,SN,2019-05-01
Lucky - Bicentennial,PF,2.0,423.308,SN,2019-05-01
Pacific Market / Fiesta,DCD,18.0,44.16,SN,2019-05-01
Lucky - Lakeville Hwy.,PF,4.0,426.808,SN,2019-05-01
Raley's-Windsor,PF,4.0,408.03600000000006,SN,2019-05-01
Pacific Market / Fiesta,DCD,481.0,475.77,SN,2019-05-01
Lucky - Petaluma Blvd.,PF,3.0,471.998,SN,2019-05-01
CVS #9946 - Stony Point,PF,1.0,84.69600000000001,SN,2019-05-01
Big John's Market,DCD,6.0,6.0,SN,2019-05-01
Big John's Market,DCD,571.0,641.45,SN,2019-05-01
Oliver's Market-Montecito Blvd,PF,5.0,639.6320000000001,SN,2019-05-01
Pacific Market-Santa Rosa,DCD,209.0,235.64,SN,2019-05-01
Raley's-Rohnert Park,PF,5.0,736.7520000000001,SN,2019-05-01
Raley's - Petaluma,PF,-1.0,608.6460000000001,SN,2019-05-01
CVS #9219 - Greenbrae,PF,1.0,132.35999999999999,MR,2019-05-01
Sonoma Market,DCD,156.0,239.2,SN,2019-05-01
"CVS #9316 - Grant Ave, Nov.",PF,0.0,52.879999999999995,MR,2019-05-01
CVS #9370 - San Anselmo,PF,0.0,35.538000000000004,MR,2019-05-01
Raley's - Petaluma,DCD,245.0,215.66,SN,2019-05-01
CVS #9529 - Terra Linda,PF,2.0,149.932,MR,2019-05-01
CVS #9913 - Mill Valley,PF,1.0,39.800000000000004,MR,2019-05-01
CVS #9947 - Novato Blvd.,PF,0.0,46.050000000000004,MR,2019-05-01
CVS #9962 - Marin City,PF,1.0,29.792,MR,2019-05-01
Sonoma's Best,DCD,956.0,272.66,SN,2019-05-01
Ernie's Tin Bar,DCD,623.0,144.33,SN,2019-05-01
Molsberry Market,PF,5.0,191.27200000000002,SN,2019-05-01
Safeway #713-Calistoga Rd.,DCD,24.0,13.92,SN,2019-05-01
Gonnella's Country Mart,DCD,8.0,6.0,SN,2019-05-01
Gonnella's Country Mart,DCD,372.0,156.93,SN,2019-05-01
Big John's Market,PF,4.0,207.39800000000002,SN,2019-05-01
Sonoma Market/Nugget #17,PF,5.0,135.672,SN,2019-05-01
Bartletts Market,PF,172.0,104.79,SN,2019-05-01
Bartletts Market,DCD,537.0,268.35,SN,2019-05-01
Pacific Market-Santa Rosa,PF,180.0,99.03,SN,2019-05-01
Raley's-Santa Rosa,PF,6.0,704.134,SN,2019-05-01
Pacific Market-Santa Rosa,DCD,32.0,23.92,SN,2019-05-01
Fircrest Market,PF,5.0,261.21999999999997,SN,2019-05-01
Gonnella's Country Mart,PF,90.0,52.5,SN,2019-05-01
Tim's,DCD,38.0,32.47,SF,2019-05-01
Cal Mart -San Francisco,DCD,27.0,67.54,SF,2019-05-01
Better Foods,DCD,274.0,127.68,SF,2019-05-01
Diablo Foods-Lafeyette,DCD,150.0,124.22,EB,2019-05-01
Richmond Market,DCD,18.0,44.16,SF,2019-05-01
Woodlands Meat #2 Tiburon,DCD,18.0,6.43,MR,2019-05-01
Palace Market,PF,379.0,233.01,MR,2019-05-01
Roberts Market - Woodside,DCD,8.0,6.0,PN,2019-05-01
Central Deli/Hse of Bagels,DCD,160.0,30.88,MR,2019-05-01
Coastside Market,DCD,6.0,4.68,PN,2019-05-01
Petaluma Market,DCD,1119.0,893.9,SN,2019-05-01
The Tides Unocal,DCD,16.0,12.0,MN,2019-05-01
United Liq/Gather Wine-Lrkspr,DCD,16.0,12.0,MR,2019-05-01
United Liq/Gather Wine-Lrkspr,DCD,30.0,16.71,MR,2019-05-01
Mi Tierra Foods,DCD,6.0,6.2,EB,2019-05-01
Molsberry Market,DCD,2705.0,1683.32,SN,2019-05-01
Stinson Beach Market,DCD,3700.0,2050.75,MR,2019-05-01
Madera Liquor,DCD,46.0,40.87,SF,2019-05-01
Parkview,DCD,204.0,104.66,SF,2019-05-01
Palace Market,DCD,16.0,12.48,MR,2019-05-01
Diablo Foods-Lafeyette,DCD,291.0,477.76,EB,2019-05-01
Diekmans Bay Store - Bodega,PF,108.0,64.41,MN,2019-05-01
The Tides Unocal,PF,128.0,72.77,MN,2019-05-01
Palace Market,DCD,5002.0,3057.72,MR,2019-05-01
Sun Valley Fine Foods,DCD,18.0,44.16,PN,2019-05-01
Draeger's-Los Altos,DCD,358.0,380.26,PN,2019-05-01
Marina Meats,DCD,165.0,165.0,SF,2019-05-01
Sunshine Mkt. - St. Helena,DCD,54.0,54.35,NP,2019-05-01
Palace Market,DCD,66.0,129.74,MR,2019-05-01
Diablo Foods-Lafeyette,DCD,8.0,6.0,EB,2019-05-01
Sunshine Mkt. - St. Helena,DCD,3325.0,2330.47,NP,2019-05-01
Broadway Mkt.,DCD,6.0,6.2,SN,2019-05-01
Spangler's Market,DCD,18.0,46.05,PN,2019-05-01
Jessie Laurant Culinary,DCD,44.0,59.49,MR,2019-05-01
Safeway #788-Mill Valley,DCD,12.0,12.12,MR,2019-05-01
Mollie Stone #5-San Bruno,DCD,42.0,20.88,PN,2019-05-01
Sun Valley Fine Foods,DCD,296.0,287.62,PN,2019-05-01
Marin Beverage Outlet,DCD,42.0,24.07,MR,2019-05-01
M & K Market,DCD,61.0,45.78,SF,2019-05-01
Palace Market,DCD,45.0,111.7,MR,2019-05-01
Broadway Mkt.,PF,178.0,105.25,SN,2019-05-01
Cal Mart-Calistoga,DCD,1626.0,1311.96,NP,2019-05-01
Nugget - #15 Corte Madera,DCD,96.0,70.87,MR,2019-05-01
76 Stn - Ignacio,PF,81.0,48.15,MR,2019-05-01
Bianchini's Mkt - San Carlos,DCD,8.0,6.0,PN,2019-05-01
Coastside Market,DCD,453.0,455.26,PN,2019-05-01
Marina Super,DCD,129.0,129.0,SF,2019-05-01
Stinson Beach Market,PF,380.0,237.42,MR,2019-05-01
Richmond Market,DCD,136.0,106.7,SF,2019-05-01
Falletti Foods - SF,DCD,781.0,542.68,SF,2019-05-01
Woodlands Market,DCD,1150.0,451.51,MR,2019-05-01
Draeger's-San Mateo,DCD,9.0,21.48,PN,2019-05-01
Petaluma Market,DCD,27.0,66.34,SN,2019-05-01
Fulton & Brodrick,DCD,12.0,9.36,SF,2019-05-01
300 Church St. Market,DCD,14.0,10.92,SF,2019-05-01
Nugget - #16 Novato,DCD,94.0,70.31,MR,2019-05-01
Berkeley Bowl,DCD,413.0,287.15,EB,2019-05-01
Jolly King Liquors,PF,68.0,40.01,MR,2019-05-01
Woodlands Market,DCD,27.0,67.54,MR,2019-05-01
Draeger's-Los Altos,DCD,9.0,23.37,PN,2019-05-01
Surf Super,PF,468.0,282.41,MN,2019-05-01
Smith Ranch Deli,DCD,21.0,29.78,MR,2019-05-01
Stinson Beach Market,DCD,84.0,108.25,MR,2019-05-01
S&A Market,DCD,380.0,197.11,SF,2019-05-01
Smith Ranch Deli,PF,88.0,44.51,MR,2019-05-01
Stinson Beach Market,DCD,12.0,12.08,MR,2019-05-01
Coastside Market,DCD,9.0,23.37,PN,2019-05-01
Zanotto's - Sunnyvale,DCD,18.0,44.86,PN,2019-05-01
Matt & Jeff's Carwash,DCD,209.0,73.72,MR,2019-05-01
Bianchini's Mkt - San Carlos,DCD,720.0,775.61,PN,2019-05-01
Chloe's,DCD,144.0,198.72,SF,2019-05-01
76/Circle K - Tiburon,PF,44.0,25.94,MR,2019-05-01
Stinson Beach Market,DCD,9.0,22.68,MR,2019-05-01
S&A Market,DCD,12.0,9.36,SF,2019-05-01
Petaluma Market,DCD,40.0,29.92,SN,2019-05-01
76/Circle K - Tiburon,DCD,56.0,10.64,MR,2019-05-01
Watergate Market,DCD,196.0,128.49,EB,2019-05-01
Stinson Beach Market,DCD,12.0,9.36,MR,2019-05-01
The Tides Unocal,DCD,649.0,308.67,MN,2019-05-01
Nugget - #14 Tiburon,DCD,60.0,49.4,MR,2019-05-01
Roberts Market - Woodside,DCD,752.0,780.46,PN,2019-05-01
Diekmans Bay Store - Bodega,DCD,12.0,9.36,MN,2019-05-01
Stinson Beach Market,DCD,18.0,18.59,MR,2019-05-01
Spangler's Market,DCD,32.0,23.92,PN,2019-05-01
United Market - San Rafael,DCD,42.0,32.27,MR,2019-05-01
Cal Mart -San Francisco,DCD,32.0,24.0,SF,2019-05-01
Vintage 76 Station,DCD,124.0,67.38,NP,2019-05-01
United Market - San Anselmo,DCD,9154.0,7343.51,MR,2019-05-01
Lucca Deli,DCD,964.0,147.05,EB,2019-05-01
Molsberry Market,DCD,18.0,44.86,SN,2019-05-01
Cal Mart -San Francisco,DCD,118.0,110.34,SF,2019-05-01
St. Helena Hospital Gift Shop,DCD,326.0,145.93,NP,2019-05-01
Beringer Vineyards,DCD,45.0,107.42,NP,2019-05-01
United Market - San Anselmo,DCD,647.0,906.23,MR,2019-05-01
Mollie Stone #3-Palo Alto,DCD,24.0,10.62,PN,2019-05-01
Beringer Vineyards,DCD,54.0,54.51,NP,2019-05-01
Beringer Vineyards,DCD,360.0,68.4,NP,2019-05-01
United Market - San Anselmo,DCD,37.0,35.13,MR,2019-05-01
Draeger's-Danville,DCD,505.0,278.13,EB,2019-05-01
Zanotto's - Willow Glen,DCD,9.0,22.68,PN,2019-05-01
Delta Farmers Market,DCD,27.0,66.84,NP,2019-05-01
Village Market - Oakland,DCD,274.0,178.34,EB,2019-05-01
Zanotto's - Willow Glen,DCD,80.0,65.16,PN,2019-05-01
Zanotto's - Willow Glen,DCD,32.0,24.0,PN,2019-05-01
Delta Farmers Market,DCD,74.0,72.05,NP,2019-05-01
Fort Ross Store,PF,144.0,86.3,MN,2019-05-01
Brown's Valley Meat Dept.,DCD,36.0,16.69,NP,2019-05-01
Zanottos - Naglee,DCD,27.0,65.65,PN,2019-05-01
Fisherman's Cove,DCD,106.0,53.04,MN,2019-05-01
Draeger's-Los Altos,DCD,8.0,6.24,PN,2019-05-01
Zanottos - Naglee,DCD,24.0,17.94,PN,2019-05-01
Fisherman's Cove,DCD,8.0,6.0,MN,2019-05-01
Cal Mart -San Francisco,DCD,903.0,1152.34,SF,2019-05-01
The Tides Bait & Tackle,DCD,254.0,211.73,MN,2019-05-01
Mollie Stone #3-Palo Alto,DCD,27.0,67.54,PN,2019-05-01
Zanottos - Naglee,DCD,2476.0,1026.9,PN,2019-05-01
Draeger's-Danville,DCD,16.0,11.92,EB,2019-05-01
Ocean Cove Store,DCD,1.0,24.74,MN,2019-05-01
Zanotto's - Willow Glen,DCD,454.0,472.06,PN,2019-05-01
Calistoga Liquor,DCD,119.0,54.88,NP,2019-05-01
Ocean Cove Store,PF,126.0,75.04,MN,2019-05-01
Jenner Store,PF,70.0,39.98,MN,2019-05-01
Bianchini's Mkt - Alpine Rd.,DCD,1567.0,1342.99,PN,2019-05-01
Mollie Stone #3-Palo Alto,DCD,17.0,15.0,PN,2019-05-01
Napa Valley Marina,DCD,129.0,64.49,NP,2019-05-01
United Market - San Anselmo,DCD,45.0,102.7,MR,2019-05-01
Sunset Super #3 - Vicente St.,DCD,214.0,85.49,SF,2019-05-01
Mollie Stone #5-San Bruno,DCD,152.0,159.84,PN,2019-05-01
Santa Fe Market,DCD,28.0,29.45,EB,2019-05-01
United Market - San Rafael,DCD,48.0,44.19,MR,2019-05-01
Guigni's Deli,DCD,24.0,17.92,NP,2019-05-01
Gualala Super Market,DCD,24.0,9.6,MN,2019-05-01
Spangler's Deli,DCD,12.0,9.36,PN,2019-05-01
Guigni's Deli,DCD,1765.0,465.31,NP,2019-05-01
United Market - San Rafael,DCD,27.0,63.33,MR,2019-05-01
Jump Start Market,DCD,83.0,52.33,SF,2019-05-01
Jenner Store,DCD,25.0,43.98,MN,2019-05-01
Brown's Valley Mkt.,DCD,40.0,29.92,NP,2019-05-01
Zanotto's - SW Expressway,DCD,249.0,259.14,PN,2019-05-01
Broadway Mkt.,DCD,72.0,53.84,SN,2019-05-01
United Market - San Rafael,DCD,16.0,12.48,MR,2019-05-01
Mi Tierra Foods,DCD,16.0,12.0,EB,2019-05-01
Park Presidio Liquors,DCD,236.0,113.57,SF,2019-05-01
Santa Fe Market,DCD,590.0,512.88,EB,2019-05-01
Brown's Valley Mkt.,DCD,734.0,1130.58,NP,2019-05-01
Piazza Fine Foods-San Mateo,DCD,33.0,27.09,PN,2019-05-01
Oakville Grocery - Oakville,DCD,2871.0,378.92,NP,2019-05-01
Spangler's Market,DCD,2294.0,1486.01,PN,2019-05-01
United Market - San Rafael,DCD,317.0,221.48,MR,2019-05-01
Raley's #319(Napa),DCD,222.0,181.08,NP,2019-05-01
United Market - San Anselmo,DCD,8.0,6.24,MR,2019-05-01
Molsberry Market,DCD,12.0,9.36,SN,2019-05-01
Mi Tierra Foods,DCD,125.0,151.55,EB,2019-05-01
Molsberry Market,DCD,4.0,4.12,SN,2019-05-01
